State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-09-2023,1446,1746,1646
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-09-2023,1537,1837,1737
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-09-2023,1606,1906,1806
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-09-2023,1483,1783,1683
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-09-2023,1638,1938,1838
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-09-2023,1542,1842,1742
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-09-2023,1574,1874,1774
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-09-2023,1543,1843,1743
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-09-2023,1789,2089,1989
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-09-2023,1602,1902,1802
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-09-2023,1496,1796,1696
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-09-2023,1683,1983,1883
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-09-2023,1477,1777,1677
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-09-2023,1617,1917,1817
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,30-09-2023,1397,1697,1597
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-10-2023,1457,1757,1657
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-10-2023,1605,1905,1805
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-10-2023,1655,1955,1855
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-10-2023,1593,1893,1793
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-10-2023,1559,1859,1759
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-10-2023,1535,1835,1735
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-10-2023,1410,1710,1610
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-10-2023,1480,1780,1680
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-10-2023,1498,1798,1698
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-10-2023,1643,1943,1843
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,11-10-2023,1563,1863,1763
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,12-10-2023,1345,1645,1545
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,13-10-2023,1545,1845,1745
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,14-10-2023,1465,1765,1665
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,15-10-2023,1427,1727,1627
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-10-2023,1547,1847,1747
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-10-2023,1579,1879,1779
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-10-2023,1560,1860,1760
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-10-2023,1373,1673,1573
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-10-2023,1416,1716,1616
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-10-2023,1470,1770,1670
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-10-2023,1524,1824,1724
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-10-2023,1368,1668,1568
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-10-2023,1388,1688,1588
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-10-2023,1285,1585,1485
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-10-2023,1266,1566,1466
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-10-2023,1457,1757,1657
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-10-2023,1501,1801,1701
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-10-2023,1349,1649,1549
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,30-10-2023,1446,1746,1646
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,31-10-2023,1373,1673,1573
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-11-2023,1263,1563,1463
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-11-2023,1354,1654,1554
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-11-2023,1463,1763,1663
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-11-2023,1297,1597,1497
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-11-2023,1448,1748,1648
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-11-2023,1022,1322,1222
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-11-2023,1358,1658,1558
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-11-2023,1277,1577,1477
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-11-2023,1232,1532,1432
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-11-2023,1264,1564,1464
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,11-11-2023,1050,1350,1250
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,12-11-2023,1221,1521,1421
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,13-11-2023,1274,1574,1474
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,14-11-2023,1381,1681,1581
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,15-11-2023,1177,1477,1377
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-11-2023,1144,1444,1344
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-11-2023,1171,1471,1371
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-11-2023,1310,1610,1510
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-11-2023,1249,1549,1449
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-11-2023,1161,1461,1361
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-11-2023,1264,1564,1464
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-11-2023,1222,1522,1422
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-11-2023,1309,1609,1509
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-11-2023,1142,1442,1342
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-11-2023,1180,1480,1380
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-11-2023,1175,1475,1375
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-11-2023,1070,1370,1270
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-11-2023,1248,1548,1448
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-11-2023,1248,1548,1448
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,30-11-2023,1225,1525,1425
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-12-2023,1205,1505,1405
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-12-2023,1092,1392,1292
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-12-2023,1196,1496,1396
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-12-2023,1209,1509,1409
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-12-2023,1169,1469,1369
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-12-2023,1239,1539,1439
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-12-2023,1303,1603,1503
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-12-2023,1458,1758,1658
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-12-2023,1294,1594,1494
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-12-2023,1310,1610,1510
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,11-12-2023,1285,1585,1485
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,12-12-2023,1109,1409,1309
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,13-12-2023,1307,1607,1507
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,14-12-2023,1325,1625,1525
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,15-12-2023,1575,1875,1775
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-12-2023,1319,1619,1519
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-12-2023,1378,1678,1578
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-12-2023,1354,1654,1554
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-12-2023,1251,1551,1451
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-12-2023,1492,1792,1692
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-12-2023,1464,1764,1664
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-12-2023,1478,1778,1678
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-12-2023,1318,1618,1518
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-12-2023,1560,1860,1760
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-12-2023,1290,1590,1490
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-12-2023,1499,1799,1699
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-12-2023,1670,1970,1870
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-12-2023,1362,1662,1562
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-12-2023,1415,1715,1615
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,30-12-2023,1491,1791,1691
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,31-12-2023,1441,1741,1641
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-01-2024,1346,1646,1546
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-01-2024,1517,1817,1717
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-01-2024,1413,1713,1613
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-01-2024,1576,1876,1776
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-01-2024,1445,1745,1645
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-01-2024,1700,2000,1900
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-01-2024,1475,1775,1675
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-01-2024,1528,1828,1728
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-01-2024,1649,1949,1849
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-01-2024,1452,1752,1652
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,11-01-2024,1604,1904,1804
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,12-01-2024,1718,2018,1918
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,13-01-2024,1432,1732,1632
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,14-01-2024,1616,1916,1816
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,15-01-2024,1628,1928,1828
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-01-2024,1684,1984,1884
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-01-2024,1486,1786,1686
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-01-2024,1481,1781,1681
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-01-2024,1668,1968,1868
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-01-2024,1647,1947,1847
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-01-2024,1644,1944,1844
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-01-2024,1655,1955,1855
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-01-2024,1552,1852,1752
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-01-2024,1643,1943,1843
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-01-2024,1649,1949,1849
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-01-2024,1547,1847,1747
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-01-2024,1803,2103,2003
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-01-2024,1662,1962,1862
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-01-2024,1493,1793,1693
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,30-01-2024,1674,1974,1874
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,31-01-2024,1507,1807,1707
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-02-2024,1679,1979,1879
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-02-2024,1712,2012,1912
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-02-2024,1509,1809,1709
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-02-2024,1682,1982,1882
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-02-2024,1621,1921,1821
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-02-2024,1655,1955,1855
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-02-2024,1756,2056,1956
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-02-2024,1534,1834,1734
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-02-2024,1476,1776,1676
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-02-2024,1454,1754,1654
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,11-02-2024,1453,1753,1653
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,12-02-2024,1519,1819,1719
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,13-02-2024,1552,1852,1752
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,14-02-2024,1536,1836,1736
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,15-02-2024,1582,1882,1782
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-02-2024,1491,1791,1691
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-02-2024,1625,1925,1825
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-02-2024,1443,1743,1643
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-02-2024,1732,2032,1932
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-02-2024,1512,1812,1712
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-02-2024,1354,1654,1554
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-02-2024,1323,1623,1523
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-02-2024,1468,1768,1668
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-02-2024,1387,1687,1587
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2024,1470,1770,1670
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-02-2024,1436,1736,1636
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-02-2024,1372,1672,1572
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-02-2024,1285,1585,1485
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-02-2024,1208,1508,1408
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-03-2024,1305,1605,1505
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-03-2024,1426,1726,1626
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-03-2024,1353,1653,1553
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-03-2024,1198,1498,1398
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-03-2024,1331,1631,1531
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-03-2024,1344,1644,1544
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-03-2024,1210,1510,1410
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-03-2024,1306,1606,1506
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-03-2024,1289,1589,1489
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-03-2024,1162,1462,1362
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,11-03-2024,1306,1606,1506
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,12-03-2024,1320,1620,1520
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,13-03-2024,1366,1666,1566
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,14-03-2024,1358,1658,1558
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,15-03-2024,1111,1411,1311
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,16-03-2024,1150,1450,1350
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,17-03-2024,1292,1592,1492
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,18-03-2024,1288,1588,1488
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,19-03-2024,1286,1586,1486
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,20-03-2024,1617,1917,1817
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,21-03-2024,1288,1588,1488
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,22-03-2024,1343,1643,1543
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,23-03-2024,1324,1624,1524
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,24-03-2024,1294,1594,1494
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,25-03-2024,1198,1498,1398
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,26-03-2024,1306,1606,1506
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,27-03-2024,1154,1454,1354
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,28-03-2024,1210,1510,1410
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,29-03-2024,1188,1488,1388
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,30-03-2024,1247,1547,1447
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,31-03-2024,1474,1774,1674
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,01-04-2024,1060,1360,1260
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,02-04-2024,1320,1620,1520
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,03-04-2024,1095,1395,1295
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,04-04-2024,1215,1515,1415
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,05-04-2024,1377,1677,1577
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,06-04-2024,1281,1581,1481
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,07-04-2024,1173,1473,1373
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,08-04-2024,1217,1517,1417
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,09-04-2024,1364,1664,1564
Uttar Pradesh,Etawah,Etawah,Cucumbar(Kheera),Cucumbar,FAQ,10-04-2024,1231,1531,1431
